temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw,location,latitude,longitude
24.55,18,1015.9,0.0,0.0,100.0,0,100,0,596.3,5.59,345.07,5.15,347.91,4.8,347.01,9.72,6.6613891,42.330331,187.53932,1347.1894,"Devadanappatti, Tamil Nadu",10.2614,77.6428
23.49,19,1016.2,0.2,0.0,100.0,0,100,100,292.81,7.9,335.77,7.75,338.2,6.95,338.75,10.08,20.309998,45.867576,208.5057,1019.0242,"Yege, Qinghai Sheng",34.4408,94.3191
23.38,20,1016.6,0.7,0.0,100.0,0,100,93,259.88,5.01,291.04,4.55,288.43,4.45,284.04,8.64,35.175691,52.769927,226.12492,1065.8286,"Razole, Andhra Pradesh",14.431,82.7979
23.5,20,1015.8,0.8,0.0,100.0,0,100,2,246.53,3.6,270.0,3.26,263.66,3.42,251.57,11.52,50.105847,61.872356,240.34265,575.82485,"Wutumeiren, Qinghai Sheng",36.8304,92.3275
23.35,20,1015.8,0.2,0.0,100.0,0,100,0,251.87,4.69,265.6,5.05,265.91,4.74,261.25,13.32,65.044555,72.253053,252.1231,86.338333,"Kharhial, Odisha",20.0159,82.5279
13.77,44,1019.1,0.0,0.0,100.0,0,100,0,0.0,9.02,208.61,15.99,187.77,10.95,207.41,11.52,98.161223,97.247548,85.678642,24.141319,"Mamallapuram, Tamil Nadu",11.9645,81.5354
13.96,43,1018.8,0.0,0.0,100.0,0,100,0,0.0,9.45,197.74,17.94,190.41,11.28,196.7,12.96,84.522029,86.779815,94.533367,486.80308,"Kattivakkam, Tamil Nadu",12.3086,84.8388
14.79,42,1019.0,0.0,0.0,22.0,0,22,0,20.47,9.9,199.09,18.49,186.71,10.93,197.24,12.96,69.740515,75.849553,104.67393,1249.3095,"Veraval, Gujarat",18.2526,69.3547
18.27,36,1019.0,0.0,0.0,10.0,0,10,10,183.34,10.85,185.71,14.42,182.86,11.54,183.58,7.2,54.803211,65.244798,115.92898,1895.5031,"Narasannapeta, Andhra Pradesh",15.7683,86.1192
20.92,31,1018.6,0.0,0.0,10.0,0,10,10,372.02,9.42,173.42,10.9,172.41,10.14,173.88,6.84,39.86044,55.702267,129.27111,2373.424,"Vavuniya, Northern Province",8.9361,80.0506
22.47,26,1017.6,0.0,0.0,0.0,0,0,0,343.54,4.45,104.04,4.55,108.43,4.55,108.43,11.16,24.945324,48.043234,145.72161,2626.5939,"Basirpur, Punjab",30.6116,73.9323
22.03,25,1017.7,0.0,0.0,10.0,0,10,10,464.58,6.57,9.46,6.88,6.01,6.57,9.46,10.44,10.279607,43.376417,165.66595,2714.4986,"Kavaratti, Laccadives",10.3402,69.3171
23.05,27,1017.6,0.0,0.0,10.0,0,10,10,673.73,13.8,344.88,13.36,345.96,12.5,348.37,16.92,6.4935539,42.724658,187.6082,2622.6328,"Dharmanagar, Tripura",24.5403,92.3233
23.45,25,1017.8,0.0,0.0,10.0,0,10,10,683.52,14.0,342.03,13.9,343.44,13.01,345.58,17.28,20.333498,46.26037,208.42275,2337.0489,"Luring, Tibet Autonomous Region",31.1267,84.2167
23.56,24,1017.6,0.0,0.0,10.0,0,10,10,641.69,13.8,344.88,13.71,346.33,12.92,347.13,17.28,35.223271,53.142206,225.9497,1802.4175,"Nomhon, Qinghai Sheng",36.4413,96.5559
23.36,23,1017.0,0.0,0.0,10.0,0,10,10,553.58,14.33,348.41,14.62,350.07,13.49,350.79,15.84,50.160761,62.221249,240.12598,365.00083,"Nilgiri, Odisha",21.6868,86.5279
22.88,24,1017.0,0.0,0.0,10.0,0,10,10,425.42,15.14,357.27,15.48,360.0,14.4,360.0,16.56,65.102088,72.583982,251.89143,28.334461,"Khagrachhari, Chittagong",23.0058,92.1805
9.39,90,1020.4,0.0,0.0,0.0,0,0,0,0.0,21.61,169.44,38.14,160.71,22.67,169.94,38.52,98.053791,97.449846,86.031488,20.111806,"Bhimunipatnam, Andhra Pradesh",17.8,83.8741
9.37,86,1020.4,0.0,0.0,0.0,0,0,0,0.0,23.58,167.66,38.59,162.07,24.57,169.02,40.68,84.403164,86.962793,94.883985,498.409,"Dungarpur, Rajasthan",23.81,73.9818
11.39,66,1020.9,0.0,0.0,10.0,0,10,10,40.05,26.12,168.07,36.94,164.74,26.48,168.23,41.04,69.627864,76.051032,105.02781,1314.9356,"Batala, Punjab",31.6926,75.227
14.07,58,1020.5,0.0,0.0,10.0,0,10,10,213.6,30.17,162.65,38.48,160.89,30.86,163.04,38.52,54.690434,65.471595,116.28899,2006.4703,"Kavaratti, Laccadives",9.2522,72.273
15.74,53,1020.4,0.0,0.0,10.0,0,10,10,376.47,32.11,160.35,38.05,159.51,31.99,160.95,23.4,39.743771,55.967595,129.62918,2470.9235,"Bulri, Sindh",24.9333,68.3759
17.42,47,1019.7,0.0,0.0,10.0,0,10,10,523.32,32.43,157.14,37.44,157.38,32.62,157.96,33.12,24.815824,48.358493,146.04525,2738.9517,"Barmer, Rajasthan",26.1653,71.3467
18.65,43,1018.7,0.0,0.0,0.0,0,0,0,647.03,32.1,156.89,36.45,156.73,31.96,157.48,23.76,10.079476,43.741436,165.89062,2783.9359,"Qiangma, Hebei",32.9705,90.5575
20.23,37,1019.6,0.0,0.0,0.0,0,0,0,713.78,28.19,155.07,30.93,155.22,28.04,155.74,20.88,6.3415196,43.11861,187.67486,2676.0733,"Betamcherla, Andhra Pradesh",15.489,78.2732
20.89,35,1019.4,0.0,0.0,10.0,0,10,10,709.33,26.76,156.19,29.35,156.89,26.94,157.2,19.8,20.363945,46.652612,208.33995,2376.4394,"Besisahar, ",28.3036,82.3011
21.13,36,1018.8,0.0,0.0,10.0,0,10,10,638.13,24.14,159.94,26.3,160.82,24.02,160.75,17.64,35.273907,53.514012,225.7755,1807.5761,"Port Blair, Andaman and Nicobar Islands",10.1171,94.9735
21.09,35,1018.1,0.0,0.0,10.0,0,10,10,548.24,19.35,161.57,20.83,161.88,19.35,161.57,14.76,50.217077,62.569686,239.91017,300.63806,"Bamboo Flat, Andaman and Nicobar Islands",11.4103,90.5827
20.68,35,1017.9,0.0,0.0,10.0,0,10,10,419.19,17.58,157.11,18.72,157.38,17.58,157.11,13.32,65.159079,72.913664,251.65952,18.213611,"Linxin, Qinghai Sheng",33.5957,96.1252
9.73,97,1019.8,0.0,0.0,100.0,0,0,100,0.0,22.55,171.74,34.03,169.64,24.03,171.38,28.08,97.694866,97.459949,86.55044,32.645652,"Puttalam, North Western",8.2649,79.4925
9.92,96,1019.4,0.0,0.0,100.0,0,0,100,0.0,23.22,172.87,32.08,170.96,23.58,172.98,27.72,84.28634,87.147618,95.233677,368.00444,"Port Blair, Andaman and Nicobar Islands",9.8708,93.2844
10.66,89,1019.3,0.0,0.0,100.0,0,0,100,36.49,22.46,173.56,29.02,172.87,22.75,175.46,25.2,69.517116,76.253522,105.3802,1150.3456,"Amguri, Assam",26.7976,94.4165
12.49,77,1018.5,0.0,0.0,0.0,0,0,0,211.82,21.03,173.12,25.36,173.48,21.35,174.19,19.44,54.580454,65.699717,116.64675,1911.8638,"Raisinghnagar, Rajasthan",29.6151,73.4804
15.18,62,1018.5,0.0,0.0,0.0,0,0,0,388.93,18.36,168.69,20.62,167.91,18.71,168.91,15.84,39.63118,56.234331,129.98392,2406.3922,"Langar, Samangan",36.0234,68.0207
17.38,54,1017.4,0.0,0.0,0.0,0,0,0,535.78,14.04,157.38,14.84,157.17,14.04,157.38,14.76,24.692867,48.674869,146.36447,756.10667,"Leh, Kashmir",34.2539,77.4679
19.13,45,1016.0,0.0,0.0,0.0,0,0,0,646.14,10.7,132.27,10.97,131.01,10.44,133.6,12.96,9.8933734,44.106885,166.11091,1694.5157,"Hinthada, Ayeyarwady",17.8484,95.005
20.41,32,1015.0,0.0,0.0,10.0,0,10,10,668.39,5.04,180.0,5.04,180.0,5.04,180.0,4.32,6.2083887,43.512319,187.73914,785.3251,"Bamboo Flat, Andaman and Nicobar Islands",10.5391,87.0458
19.56,33,1015.7,0.0,0.0,22.0,0,10,22,503.74,3.6,216.87,3.71,209.05,3.55,203.96,4.68,20.401202,47.044366,208.25699,185.99861,"Rahuri, Maharashtra",19.2662,74.3451
19.45,33,1014.9,0.0,0.0,21.0,0,10,21,239.41,4.02,259.7,4.1,254.74,3.76,253.3,6.84,35.32747,53.885328,225.60204,284.38611,"Lobujya, Eastern Region",28.1432,87.2956
19.31,33,1014.6,0.0,0.0,10.0,0,10,10,207.37,5.77,266.42,5.77,266.42,5.45,262.41,6.84,50.274675,62.917593,239.69504,68.511111,"Xarlung, Tibet Autonomous Region",29.9289,93.1977
10.72,89,1016.5,0.0,0.0,100.0,0,100,100,0.0,20.43,165.72,27.42,166.33,21.57,165.5,17.28,97.343431,97.474889,87.063687,48.75947,"Pathein, Ayeyarwady",17.2958,94.0159
10.09,92,1016.2,0.0,0.0,66.0,0,5,66,0.0,20.27,167.69,28.04,167.39,21.4,167.37,17.64,84.171662,87.334283,95.582305,439.05518,"Bhuj, Gujarat",23.6933,69.5738
11.2,87,1016.6,0.0,0.0,63.0,0,0,63,40.05,21.39,173.23,28.41,171.25,22.1,173.45,17.64,69.408393,76.457027,105.73097,1129.7692,"Palasa, Andhra Pradesh",18.7878,84.3109
12.95,77,1016.9,0.0,0.0,38.0,0,0,38,213.6,23.5,174.73,27.83,174.81,24.19,175.73,19.08,54.473398,65.929141,117.00209,1806.7978,"Cuozheqiangma, Hebei",33.3964,87.0654
14.22,72,1017.5,0.0,0.0,29.0,0,4,29,385.37,24.93,175.03,28.19,174.87,25.29,175.1,20.16,39.522806,56.502417,130.33514,2018.1533,"Jalrez, Vardak",34.6627,68.642
15.3,68,1017.0,0.0,0.0,5.0,0,0,5,527.77,24.88,176.68,27.4,176.99,24.86,177.51,19.08,24.576652,48.99226,146.67911,213.84062,"Norbusa, Tibet Autonomous Region",29.244,92.2214
16.83,59,1016.9,0.4,0.0,0.0,0,0,0,639.02,23.41,178.24,25.57,178.39,23.41,178.24,18.72,9.722675,44.472622,166.32674,802.59306,"Malvan, Maharashtra",15.8006,72.3361
17.75,43,1017.4,0.0,0.0,18.0,0,10,18,529.55,9.01,182.29,9.37,182.2,9.37,182.2,10.08,6.095989,43.905626,187.80097,1100.8892,"Tando Mittha Khan, Sindh",25.9646,69.095
19.11,39,1017.1,0.0,0.0,10.0,0,10,10,576.72,9.06,186.84,8.76,189.46,8.71,187.13,10.8,20.445096,47.435464,208.17383,1531.1657,"Damnyain, Tibet Autonomous Region",28.8359,94.7384
19.37,37,1017.0,0.0,0.0,10.0,0,10,10,630.12,6.76,205.2,6.44,206.57,6.29,203.63,8.64,35.383823,54.255987,225.42928,420.62583,"Dinhata, West Bengal",26.0748,89.5635
19.58,36,1016.7,0.0,0.0,0.0,0,0,0,567.82,4.9,233.97,4.9,233.97,4.9,233.97,7.2,50.333433,63.264808,239.48055,213.78389,"Vengurla, Maharashtra",15.5844,73.1922
19.61,36,1017.1,0.0,0.0,75.0,0,0,75,439.66,4.1,254.74,4.1,254.74,4.21,250.02,8.64,65.273321,73.570524,251.19634,12.270556,"Pithoro, Sindh",25.6619,69.2692
10.63,69,1023.2,0.0,0.0,77.0,0,0,77,0.0,1.14,288.43,8.29,2.49,2.16,270.0,7.92,97.227666,97.66811,87.419807,22.849242,"Bamboo Flat, Andaman and Nicobar Islands",12.2905,91.0566
11.03,69,1023.3,0.0,0.0,100.0,0,0,100,0.0,0.51,225.0,7.93,2.6,1.3,236.31,7.2,84.059203,87.522733,95.929735,528.74583,"Pindi Gheb, Punjab",33.0738,72.1028
11.82,65,1023.8,0.0,0.0,100.0,0,0,100,31.15,2.1,210.96,6.13,356.63,2.81,219.81,7.2,69.301814,76.661542,106.07996,1333.6914,"Sittwe, Rakhine",18.503,91.8349
14.53,54,1023.4,0.0,0.0,0.0,0,0,0,196.69,1.84,348.69,2.55,351.87,2.62,344.05,5.76,54.369388,66.15984,117.35484,1965.5447,"Banposh, Odisha",22.1779,84.637
16.74,45,1023.5,0.0,0.0,0.0,0,0,0,385.37,5.04,360.0,5.05,355.91,4.68,360.0,9.36,39.418784,56.771785,130.68266,2307.2553,"Kariapatti, Tamil Nadu",9.6872,78.1809
18.54,36,1022.9,0.0,0.0,0.0,0,0,0,534.0,9.11,350.91,9.11,350.91,8.71,352.87,11.52,24.467369,49.310551,146.989,2633.5367,"Suk Samran, Ranong",9.8794,95.4376
19.61,31,1022.3,0.0,0.0,0.0,0,0,0,645.25,10.93,342.76,10.93,342.76,10.14,343.5,12.6,9.5689547,44.838493,166.53798,2602.1639,"Erraguntla, Andhra Pradesh",14.6106,78.398
20.11,27,1022.2,0.0,0.0,0.0,0,0,0,710.22,16.81,313.26,16.81,313.26,15.53,314.06,19.44,6.0066812,44.298357,187.86028,2714.9986,"Sittwe, Rakhine",18.0629,92.282
20.63,27,1021.6,0.0,0.0,0.0,0,0,0,719.12,17.1,310.73,17.65,309.21,16.09,310.46,20.16,20.495444,47.825731,208.0904,2362.3878,"Padaviya Divisional Secretariat, ",9.0209,80.6456
20.89,27,1021.3,0.0,0.0,0.0,0,0,0,672.84,18.79,306.43,19.8,306.87,18.0,306.87,21.24,35.461591,54.639383,225.27133,1486.8658,"Supaul, Bihar",26.1411,86.5279
20.77,27,1020.4,0.0,0.0,0.0,0,0,0,575.83,20.75,308.66,21.76,308.96,19.96,309.14,23.76,50.416669,63.628957,239.28214,239.88803,"Haflong, Assam",25.4121,92.6772
20.29,28,1020.2,0.0,0.0,0.0,0,0,0,436.1,21.39,313.64,23.69,313.15,20.88,313.6,24.84,65.229758,73.825665,250.89086,12.779226,"Konarka, Odisha",16.7301,88.4003
6.15,75,1020.3,0.0,0.0,0.0,0,0,0,0.0,9.69,238.67,19.16,275.39,12.59,239.04,15.48,96.995626,97.771653,87.852033,21.24529,"Veraval, Gujarat",17.3052,69.2208
7.15,70,1019.7,0.0,0.0,100.0,0,0,100,0.0,9.79,233.97,18.73,267.8,12.1,233.47,16.2,83.949135,87.713064,96.275843,510.74845,"Kandi, West Bengal",23.8478,88.0687
8.6,64,1019.5,0.0,0.0,91.0,0,4,91,30.26,9.42,226.55,19.47,266.82,9.93,223.53,15.48,69.197492,76.867081,106.42707,1281.2098,"Nowrangapur, Odisha",19.1868,82.5253
13.23,49,1018.3,0.0,0.0,0.0,0,0,0,172.66,8.53,242.35,12.18,251.03,7.41,240.95,16.2,54.268542,66.391827,117.70492,1354.6018,"Allapalli, Maharashtra",19.3232,80.4796
16.77,43,1017.3,0.0,0.0,100.0,0,100,100,370.24,15.84,271.3,18.72,271.1,16.2,270.0,23.76,39.319241,57.042449,131.02645,1395.5964,"Guhagar, Maharashtra",17.4196,73.1599
17.12,44,1016.5,0.0,0.0,100.0,0,100,100,331.08,18.72,270.0,20.88,269.01,18.36,268.88,27.36,24.365198,49.629762,147.29416,2447.7781,"Gumla, Chhattisgarh",22.9767,84.8984
17.41,44,1015.8,0.0,0.0,100.0,0,100,100,307.94,20.53,267.99,23.14,264.64,20.24,264.9,35.28,9.4340523,45.204529,166.74464,2091.0356,"Bheramara, Khulna",23.964,88.941
19.3,36,1015.8,0.0,0.0,100.0,0,0,100,658.6,25.15,279.06,27.24,277.59,24.29,276.81,38.16,5.945223,44.690533,187.91696,2599.7489,"Kavaratti, Laccadives",10.7936,72.1599
19.23,37,1015.4,0.0,0.0,100.0,0,0,100,587.4,26.22,278.69,28.71,277.93,25.81,278.02,35.64,20.552059,48.215144,208.00653,2012.8019,"Pathein, Ayeyarwady",16.7306,91.9659
19.05,39,1015.2,0.0,0.0,8.0,0,0,8,639.02,27.04,273.05,29.53,271.4,26.64,270.77,38.52,35.504359,54.994753,225.08562,949.23972,"Bamboo Flat, Andaman and Nicobar Islands",9.4544,89.4447
19.06,40,1014.7,0.0,0.0,15.0,0,10,15,552.69,26.68,273.09,30.98,272.0,26.29,271.57,38.52,50.453952,63.956568,239.05336,169.01667,"Kareli, Madhya Pradesh",22.7551,78.9916
18.66,42,1014.2,0.0,0.0,15.0,0,10,15,404.95,26.4,275.48,31.42,274.6,26.34,273.92,41.04,64.544713,73.614517,250.12935,18.66212,"Varanasi, Uttar Pradesh",25.3387,83.0081
7.6,80,1016.4,0.0,0.0,100.0,100,100,0,0.0,5.9,232.43,14.04,270.0,7.2,233.13,23.04,83.841431,87.905079,96.620489,47.9475,"Umred, Maharashtra",20.8151,79.232
8.97,76,1016.2,0.0,0.0,100.0,100,100,100,9.79,7.09,203.96,14.04,247.38,7.09,203.96,19.44,69.095536,77.073622,106.77214,446.53806,"Qum, Tibet Autonomous Region",29.8059,88.5957
11.29,69,1015.4,0.0,0.0,100.0,22,100,100,61.41,7.2,180.0,10.99,211.61,6.85,176.99,19.8,54.17097,66.625049,118.05214,491.42528,"Srivardhan, Maharashtra",17.1633,70.5397
16.32,53,1015.4,0.0,0.0,100.0,0,100,100,279.46,10.54,262.15,11.16,270.0,9.37,267.8,25.2,39.224295,57.314309,131.36631,1055.675,"Mehtar Lam, Laghman",34.739,70.0677
19.47,40,1013.4,0.0,0.0,100.0,0,100,100,427.2,22.86,277.24,27.42,273.76,23.47,274.4,33.12,24.2703,49.949736,147.5944,2028.7542,"Pahalgam, Kashmir",34.171,75.4331
20.38,39,1013.4,0.0,0.0,100.0,0,100,0,566.04,24.03,278.62,27.15,276.09,23.89,276.05,32.4,9.3197312,45.570526,166.9466,1080.975,"Sabang, Aceh",8.9984,94.6409
21.41,34,1014.3,0.0,0.0,100.0,12,100,10,584.73,19.0,297.05,19.49,295.14,17.71,296.57,26.28,5.917134,45.081935,187.97098,1234.1639,"Peddapalli, Telangana",18.642,79.4357
21.02,35,1014.2,0.0,0.0,100.0,16,100,10,509.08,19.01,294.62,19.52,292.78,18.06,293.5,27.72,20.614739,48.603493,207.9222,1279.0097,"Port Blair, Andaman and Nicobar Islands",10.6227,92.1415
22.22,32,1014.3,0.0,0.0,94.0,21,94,0,502.85,18.06,293.5,18.58,291.6,17.11,292.25,27.36,35.568268,55.362596,224.91455,969.22472,"Malvan, Maharashtra",15.3397,70.3902
22.08,32,1013.4,0.0,0.0,78.0,21,78,0,545.57,17.45,291.8,17.65,290.28,16.18,290.85,24.12,50.51548,64.300834,238.84056,245.40333,"Qimantage, Heilongjiang Sheng",35.3281,89.7343
21.64,32,1014.1,0.0,0.0,13.0,32,13,0,418.3,15.94,288.43,15.83,287.2,14.69,287.1,22.32,64.205136,73.653824,249.61435,53.347333,"Cuozheqiangma, Hebei",33.3399,89.3221
13.68,62,1016.6,0.0,0.0,100.0,17,100,100,0.0,19.39,201.8,28.66,205.28,21.79,202.33,24.12,83.736134,88.098688,96.963544,81.988611,"Daud Khel, Punjab",32.7641,71.7985
13.81,69,1017.4,0.0,0.0,100.0,41,100,100,16.91,21.48,193.57,29.26,198.66,22.96,193.6,27.72,68.996049,77.281154,107.11504,1057.7308,"Avinashi, Tamil Nadu",11.2127,77.2406
14.93,69,1017.8,0.0,0.0,100.0,100,100,100,118.37,23.47,200.66,28.88,202.73,24.14,200.06,33.12,54.076775,66.859479,118.39638,1176.4411,"Port Blair, Andaman and Nicobar Islands",8.7545,92.3374
17.25,61,1016.5,0.0,0.0,75.0,100,75,0,252.76,26.37,194.23,30.76,196.31,27.16,194.59,38.88,39.134056,57.587313,131.70211,275.02111,"Maindong, Tibet Autonomous Region",32.669,85.9537
18.36,56,1016.2,0.0,0.0,100.0,100,100,3,376.47,28.75,202.07,33.67,204.65,29.22,202.46,44.64,24.18282,50.270398,147.88964,606.56556,"Falam, Chin",22.9037,94.0499
19.49,53,1016.1,0.0,0.0,100.0,96,100,0,432.54,33.5,208.22,39.83,209.81,34.31,208.18,40.32,9.2277858,45.936395,167.14383,151.70167,"Bansdih, Bihar",25.7779,84.131
20.7,53,1015.3,0.0,0.0,100.0,100,100,0,621.22,30.11,206.26,34.31,208.18,30.43,205.96,50.04,5.9346371,45.472463,188.02227,223.08861,"Teknaf, Chittagong",19.6432,90.2767
20.81,54,1015.6,0.0,0.0,30.0,100,0,0,557.14,33.34,204.9,38.16,207.53,33.65,206.02,55.8,20.683276,48.990662,207.83734,323.24278,"Pyay, Bago",18.3725,93.7661
20.76,55,1015.5,0.0,0.0,30.0,100,0,0,530.44,32.86,204.6,38.48,206.09,33.67,204.65,53.64,35.634426,55.729218,224.74392,210.52389,"Dwarka, Gujarat",22.0123,68.3639
20.74,57,1015.4,0.0,0.0,30.0,100,0,0,491.28,32.36,207.14,38.5,208.48,33.49,206.84,55.44,50.577701,64.643828,238.62825,48.530556,"Khagrachhari, Chittagong",23.2281,91.9398
20.03,61,1015.9,0.0,0.0,30.0,100,0,9,388.93,31.39,206.57,37.84,207.78,32.84,206.0,56.16,63.518575,73.445128,248.84646,0.003409091,"Madaripur, Dhaka",23.1466,89.9634
15.06,90,1015.2,1.9,0.0,100.0,100,100,100,0.0,12.72,205.11,17.97,212.74,13.91,201.25,45.0,95.55661,97.508496,89.633865,47.483333,"Garhshankar, Punjab",31.1805,76.1643
14.44,92,1014.8,0.9,0.0,47.0,22,47,47,0.0,18.89,187.67,28.99,194.38,21.43,187.72,44.64,83.63333,88.293864,97.304883,162.59972,"Netrakona, Dhaka",24.8514,90.7542
15.68,82,1014.6,0.0,0.0,30.0,100,0,8,32.04,26.61,210.03,35.75,214.33,28.4,210.47,48.6,68.899125,77.489659,107.45565,377.68769,"Bamboo Flat, Andaman and Nicobar Islands",12.2428,92.1084
17.14,74,1014.7,0.0,0.0,100.0,100,100,8,158.42,30.35,213.88,38.59,216.66,31.45,213.33,51.84,53.986053,67.095086,118.73753,934.46083,"Dengmu, Tibet Autonomous Region",28.8719,92.9375
18.36,67,1015.2,0.0,0.0,61.0,24,61,3,342.65,33.85,218.09,40.43,219.22,34.2,216.87,51.12,39.048622,57.861412,132.03379,1126.5661,"Mawlamyinegyunn, Ayeyarwady",14.9682,93.9494
18.9,65,1014.2,0.0,0.0,13.0,8,0,13,505.52,34.64,217.82,41.95,219.43,35.43,217.57,47.88,24.102886,50.591682,148.17984,419.63202,"Bamboo Flat, Andaman and Nicobar Islands",12.2602,91.7442
18.97,62,1014.1,0.0,0.0,11.7,39,0,1,588.29,37.05,214.31,44.78,216.5,38.25,215.04,52.92,9.1596497,46.302059,167.33629,1070.7672,"Chahar Qal`ah, Ghazni",33.6864,68.2089
18.23,63,1014.5,0.0,0.0,72.0,100,72,11,535.78,35.75,207.6,41.89,208.77,36.07,207.33,46.44,6.0273924,45.862032,188.07079,621.24893,"Manalurpettai, Tamil Nadu",11.9622,79.1284
18.06,65,1014.4,0.0,0.0,100.0,100,100,3,449.45,34.78,205.77,41.38,207.46,35.26,206.04,45.0,20.757456,49.376551,207.75186,327.3825,"Sarankhola, Khulna",21.3275,89.5931
18.09,63,1014.4,0.0,0.0,100.0,100,100,10,404.06,35.76,212.25,43.63,213.56,36.25,212.43,48.24,35.702699,56.094501,224.57367,123.67191,"Manjeshwara, Kerala",12.343,73.9847
18.09,62,1013.5,0.0,0.0,100.0,100,100,0,382.7,35.81,210.17,43.77,211.21,36.62,210.09,47.16,50.640507,64.985421,238.41639,39.074215,"Pithora, Chhattisgarh",21.2082,82.3253
10.02,91,1012.8,0.0,0.0,0.0,0,0,0,0.0,7.79,213.69,14.17,242.78,7.9,204.23,26.28,95.946553,98.081818,89.651401,13.751754,"Dagur, Qinghai Sheng",35.5322,95.5624
9.62,88,1012.8,0.0,0.0,0.0,0,0,0,0.0,8.31,197.65,13.76,227.12,9.06,186.84,26.64,83.533017,88.49046,97.644384,367.93167,"Joypur Hat, Rajshahi",25.0152,88.8361
10.26,83,1013.7,0.0,0.0,0.0,0,0,0,25.81,9.51,209.48,15.41,232.59,10.31,204.78,27.0,68.804853,77.699118,107.79385,256.36194,"Malvan, Maharashtra",15.376,72.0498
13.53,67,1013.7,0.0,0.0,5.0,0,0,5,189.57,14.24,249.27,14.8,251.57,11.77,246.57,29.16,53.898891,67.331842,119.07549,1337.0933,"Porbandar, Gujarat",20.3751,68.4828
14.66,62,1014.4,0.0,0.0,36.0,0,0,36,299.93,23.11,265.53,28.94,264.29,23.54,263.85,33.84,38.968082,58.136563,132.36125,2366.7114,"Myitkyina, Kachin",25.4792,96.0481
15.78,57,1014.7,0.0,0.0,10.0,0,0,10,250.98,28.09,271.47,32.76,270.0,28.44,270.0,35.64,24.030608,50.91353,148.46497,1760.3811,"Trincomalee, Eastern Province",10.4362,85.5731
16.6,53,1014.7,0.0,0.0,0.0,0,0,0,501.96,29.12,278.53,32.28,277.05,27.91,276.67,36.0,9.1160872,46.667456,167.52398,1868.5417,"Rawatsar, Rajasthan",29.132,74.381
17.25,51,1015.3,0.0,0.0,100.0,0,0,100,504.63,24.8,283.43,26.48,281.77,23.86,281.31,34.56,6.1650315,46.250575,188.11647,1176.3319,"Bamboo Flat, Andaman and Nicobar Islands",13.2673,90.2207
17.57,48,1015.6,0.0,0.0,100.0,0,0,100,599.86,25.42,285.61,27.07,283.85,24.1,283.83,32.76,20.837058,49.761071,207.66566,1060.8742,"Zhabu, Tibet Autonomous Region",34.4106,83.7346
17.59,46,1016.0,0.0,0.0,42.0,0,0,42,609.65,25.07,285.83,26.46,284.98,23.84,284.88,33.12,35.772956,56.458337,224.4037,1322.4706,"Itanagar, Arunachal Pradesh",27.1939,93.1796
17.13,47,1015.5,0.0,0.0,10.0,0,0,10,501.07,23.69,286.78,25.17,286.62,22.55,286.7,30.96,50.703791,65.325492,238.20493,158.05222,"Tank, Khyber Pakhtunkhwa",32.2727,70.2939
16.61,49,1016.0,0.0,0.0,10.0,0,0,10,385.37,21.97,288.14,23.45,287.88,20.83,288.12,29.52,64.126715,74.444378,248.74633,6.8083333,"Hinthada, Ayeyarwady",17.4867,95.5055
8.12,83,1019.5,0.0,0.0,100.0,0,0,100,0.0,2.55,45.0,5.86,42.51,2.6,56.31,2.52,95.603256,98.094323,90.152418,27.860648,"Murree, Punjab",33.8813,73.4285
6.94,90,1019.7,0.0,0.0,92.0,0,0,92,0.0,1.8,143.13,5.82,68.2,2.28,161.57,4.32,83.4352,88.688336,97.981915,313.39889,"Magura, Khulna",23.6546,89.3182
6.62,91,1020.5,0.0,0.0,1.0,0,0,1,25.81,4.33,184.76,4.38,99.46,4.69,184.4,3.6,68.713318,77.909488,108.1295,949.66167,"Luring, Tibet Autonomous Region",32.7731,84.615
8.8,80,1019.8,0.0,0.0,0.0,0,0,0,191.35,2.9,150.26,3.22,153.43,3.1,144.46,4.68,53.815372,67.569669,119.41009,1559.1147,"Chor, Sindh",25.824,69.8921
11.22,66,1019.5,0.0,0.0,0.0,0,0,0,370.24,3.83,138.81,3.89,146.31,3.6,143.13,5.04,38.892517,58.412642,132.68432,1818.7264,"Shanjeev Home, Eastern Province",8.0674,85.7388
13.59,55,1018.6,0.0,0.0,0.0,0,0,0,517.09,3.83,138.81,4.1,142.13,3.83,138.81,5.04,23.966076,51.235768,148.74486,2062.1599,"Murud, Maharashtra",17.9538,71.5434
15.4,48,1017.6,0.0,0.0,0.0,0,0,0,626.56,2.6,123.69,3.32,130.6,3.32,130.6,4.68,9.0969922,47.032374,167.70681,2460.0646,"Xarlung, Tibet Autonomous Region",30.0903,93.2026
